question,correct_answer,predicted_answer,is_correct,groundtruth_rationale,generated_rationale,question_no_choice,longest_groundtruth_rationale,BLEU_score,ROUGE_scores,METEOR_score,question_text,hypothesis,gen_rationale_mask,no_entail_prob,support,sentence_level_support
"How did these frisbee throwers get to this location? Choices: police car, bike, jogged, motorcycle",bike,Bike,1,"['The only modes of transportation which near these frisbee throwers are the bikes on the ground.', 'There are non-motorized two-wheeled vehicles parked near the frisbee throwers.', 'There are two wheeled manual powered vehicles next to them.']","The frisbee throwers most likely arrived at this location on their bicycles. In the image, there are multiple bicycles scattered around the area where the frisbee game is taking place. The presence of bicycles suggests that the players used them as their mode of transportation to reach the park or field where they are playing frisbee. Bicycles are a convenient and eco-friendly way to travel short distances, making them an ideal choice",How did these frisbee throwers get to this location?,The only modes of transportation which near these frisbee throwers are the bikes on the ground.,0.009240248103148,"{'rouge1': Score(precision=0.136986301369863, recall=0.625, fmeasure=0.2247191011235955), 'rouge2': Score(precision=0.041666666666666664, recall=0.2, fmeasure=0.06896551724137931), 'rougeL': Score(precision=0.0821917808219178, recall=0.375, fmeasure=0.1348314606741573)}",0.3697964493419039,How did these frisbee throwers get to this location?,These frisbee throwers got to this location by bike.,"The frisbee throwers most likely arrived at this location on their bicycles. In the image, there are multiple bicycles scattered around the area where the frisbee game is taking place. The presence of bicycles suggests that the players used them as their mode of transportation to reach the park or field where they are playing frisbee. Bicycles are a convenient and eco-friendly way to travel short distances, making them an ideal choice",3.955830470658839e-05,True,"[{'sentence': 'The frisbee throwers most likely arrived at this location on their bicycles.', 'no_entail_prob': 0.00011367750994395465, 'support': True}, {'sentence': 'In the image, there are multiple bicycles scattered around the area where the frisbee game is taking place.', 'no_entail_prob': 0.0916459709405899, 'support': True}, {'sentence': 'The presence of bicycles suggests that the players used them as their mode of transportation to reach the park or field where they are playing frisbee.', 'no_entail_prob': 0.00023921929823700339, 'support': True}, {'sentence': 'Bicycles are a convenient and eco-friendly way to travel short distances, making them an ideal choice', 'no_entail_prob': 0.2766905426979065, 'support': True}]"
"What animal will most likely eat this meal? Choices: elephant, human, bird, cow",human,Human,1,"['Only humans will make this and eat it.', 'The animal is a human.', 'The sandwich is sold for people to eat.']","The most likely animal to eat this meal is a human. This is because the meal consists of a sandwich and a salad, which are food items commonly consumed by humans. Elephants, birds, and cows do not typically consume sandwiches and salads as part of their diet.",What animal will most likely eat this meal?,The sandwich is sold for people to eat.,0.0055288496225826,"{'rouge1': Score(precision=0.10638297872340426, recall=0.625, fmeasure=0.1818181818181818), 'rouge2': Score(precision=0.021739130434782608, recall=0.14285714285714285, fmeasure=0.03773584905660378), 'rougeL': Score(precision=0.06382978723404255, recall=0.375, fmeasure=0.1090909090909091)}",0.1680672268907563,What animal will most likely eat this meal?,Humans will most likely eat this meal.,"The most likely animal to eat this meal is a <mask>. This is because the meal consists of a sandwich and a salad, which are food items commonly consumed by humans. Elephants, birds, and cows do not typically consume sandwiches and salads as part of their diet.",0.0035004150122404,True,"[{'sentence': 'The most likely animal to eat this meal is a human.', 'no_entail_prob': 0.000355579424649477, 'support': True}, {'sentence': 'This is because the meal consists of a sandwich and a salad, which are food items commonly consumed by humans.', 'no_entail_prob': 0.00039089538040570915, 'support': True}, {'sentence': 'Elephants, birds, and cows do not typically consume sandwiches and salads as part of their diet.', 'no_entail_prob': 0.002328827977180481, 'support': True}]"
"In which country is this bus located? Choices: uk, cuba, usa, mexico",uk,Uk,1,"['Most double decker buses designed like this are traditionally found in the uk.', 'This is a double decker bus used in london', 'England is known for its double-decker buses.']","The reasoning behind my answer is that the bus is a red double-decker bus, which is a common mode of transportation in the United Kingdom. Double-decker buses are iconic to the UK and are not commonly seen in other countries. Additionally, the presence of people boarding and alighting from the bus, as well as the street scene, further supports the notion that this bus is located in the UK.",In which country is this bus located?,Most double decker buses designed like this are traditionally found in the uk.,0.0070064546552545,"{'rouge1': Score(precision=0.11267605633802817, recall=0.6153846153846154, fmeasure=0.1904761904761905), 'rouge2': Score(precision=0.05714285714285714, recall=0.3333333333333333, fmeasure=0.09756097560975609), 'rougeL': Score(precision=0.09859154929577464, recall=0.5384615384615384, fmeasure=0.16666666666666666)}",0.2747909199522103,In which country is this bus located?,This bus is located in Uk.,"The reasoning behind my answer is that the bus is a red double-decker bus, which is a common mode of transportation in the United Kingdom. Double-decker buses are iconic to the <mask> and are not commonly seen in other countries. Additionally, the presence of people boarding and alighting from the bus, as well as the street scene, further supports the notion that this bus is located in the <mask>.",7.889879634603858e-05,True,"[{'sentence': 'The reasoning behind my answer is that the bus is a red double-decker bus, which is a common mode of transportation in the United Kingdom.', 'no_entail_prob': 0.0026316740550100803, 'support': True}, {'sentence': 'Double-decker buses are iconic to the UK and are not commonly seen in other countries.', 'no_entail_prob': 0.024283869192004204, 'support': True}, {'sentence': 'Additionally, the presence of people boarding and alighting from the bus, as well as the street scene, further supports the notion that this bus is located in the UK.', 'no_entail_prob': 0.00025966475368477404, 'support': True}]"
"When did the namesake of this theater die? Choices: 1998, 2009, 2015, 2020",2009,2015,0,"['Looks to be in 2009 or so.', 'He died in 2009', 'The person whose name is behind the theater died in 2009.']","The namesake of the theater, Ricardo Montalbán, died in 2009. Therefore, the answer to the question is 2009, not 1998, 2015, or 2020. The reasoning behind this answer is based on the fact that the theater is named after Ricardo Montalbán, and he passed away in 2009.",When did the namesake of this theater die?,The person whose name is behind the theater died in 2009.,0.0273635594965034,"{'rouge1': Score(precision=0.1836734693877551, recall=0.8181818181818182, fmeasure=0.3), 'rouge2': Score(precision=0.0625, recall=0.3, fmeasure=0.10344827586206896), 'rougeL': Score(precision=0.14285714285714285, recall=0.6363636363636364, fmeasure=0.23333333333333328)}",0.4714189074919668,When did the namesake of this theater die?,The namesake of this theater died in 2015.,"The namesake of the theater, Ricardo Montalbán, died in 2009. Therefore, the answer to the question is 2009, not 1998, <mask>, or 2020. The reasoning behind this answer is based on the fact that the theater is named after Ricardo Montalbán, and he passed away in 2009.",0.9999923706054688,False,"[{'sentence': 'The namesake of the theater, Ricardo Montalbán, died in 2009.', 'no_entail_prob': 0.9993659853935242, 'support': False}, {'sentence': 'Therefore, the answer to the question is 2009, not 1998, 2015, or 2020.', 'no_entail_prob': 0.9921992421150208, 'support': False}, {'sentence': 'The reasoning behind this answer is based on the fact that the theater is named after Ricardo Montalbán, and he passed away in 2009.', 'no_entail_prob': 0.9990248680114746, 'support': False}]"
"What animals are these? Choices: llama, donkey, sheep, horse",horse,Horse,1,"['These animals are horses since they have manes.', 'The animals on the pasture are large horses.', 'The animals on the hill are wild horses that are running free.']","The animals in the image are horses, not llamas, donkeys, sheep, or horses. Horses are known for their distinctive features, such as their long necks, legs, and manes. In the image, there are three horses standing on a grass-covered hill, which further supports the identification of these animals as horses. Llamas, donkeys, sheep, and horses all have different physical characteristics, making it easy to differentiate between them.",What animals are these?,The animals on the hill are wild horses that are running free.,0.0078541011988525,"{'rouge1': Score(precision=0.11764705882352941, recall=0.6666666666666666, fmeasure=0.2), 'rouge2': Score(precision=0.014925373134328358, recall=0.09090909090909091, fmeasure=0.025641025641025644), 'rougeL': Score(precision=0.08823529411764706, recall=0.5, fmeasure=0.15)}",0.2,What animals are these?,Horses are these animals.,"The animals in the image are horses, not llamas, donkeys, sheep, or horses. Horses are known for their distinctive features, such as their long necks, legs, and manes. In the image, there are three horses standing on a grass-covered hill, which further supports the identification of these animals as horses. Llamas, donkeys, sheep, and horses all have different physical characteristics, making it easy to differentiate between them.",0.0001022000142256,True,"[{'sentence': 'The animals in the image are horses, not llamas, donkeys, sheep, or horses.', 'no_entail_prob': 0.19899648427963257, 'support': True}, {'sentence': 'Horses are known for their distinctive features, such as their long necks, legs, and manes.', 'no_entail_prob': 0.056548137217760086, 'support': True}, {'sentence': 'In the image, there are three horses standing on a grass-covered hill, which further supports the identification of these animals as horses.', 'no_entail_prob': 0.00019678477838169783, 'support': True}, {'sentence': 'Llamas, donkeys, sheep, and horses all have different physical characteristics, making it easy to differentiate between them.', 'no_entail_prob': 0.2841785252094269, 'support': True}]"
"What kind of cake has been served? Choices: cinnamon, red velvet, chocolate, carrot",carrot,Carrot,1,"['The carrot and icing of the cake gives it away for what type of cake it is.', 'The carrot is seen on the cake.', 'The cake is carrot cake.']","The cake served is a carrot cake, as indicated by the presence of a carrot slice on top of the cake. Carrot cake is a popular dessert made with grated carrots, flour, sugar, eggs, and spices such as cinnamon, nutmeg, and ginger. The cake is often topped with a carrot slice, as seen in the image, to enhance its flavor and visual appeal.",What kind of cake has been served?,The carrot and icing of the cake gives it away for what type of cake it is.,0.00864906509368,"{'rouge1': Score(precision=0.14285714285714285, recall=0.5294117647058824, fmeasure=0.22499999999999998), 'rouge2': Score(precision=0.03225806451612903, recall=0.125, fmeasure=0.05128205128205128), 'rougeL': Score(precision=0.1111111111111111, recall=0.4117647058823529, fmeasure=0.17500000000000002)}",0.2546296296296296,What kind of cake has been served?,Carrot cake has been served.,"The cake served is a <mask> cake, as indicated by the presence of a <mask> slice on top of the cake. <mask> cake is a popular dessert made with grated carrots, flour, sugar, eggs, and spices such as cinnamon, nutmeg, and ginger. The cake is often topped with a <mask> slice, as seen in the image, to enhance its flavor and visual appeal.",0.0005008545122109,True,"[{'sentence': 'The cake served is a carrot cake, as indicated by the presence of a carrot slice on top of the cake.', 'no_entail_prob': 6.996938463998958e-05, 'support': True}, {'sentence': 'Carrot cake is a popular dessert made with grated carrots, flour, sugar, eggs, and spices such as cinnamon, nutmeg, and ginger.', 'no_entail_prob': 0.033258236944675446, 'support': True}, {'sentence': 'The cake is often topped with a carrot slice, as seen in the image, to enhance its flavor and visual appeal.', 'no_entail_prob': 0.2300969958305359, 'support': True}]"
"What kind of computer is near the woman in blue? Choices: acer, macintosh, hp, dell",macintosh,Acer,0,"['The computer is a mac.', 'You can see the little apple in the center.', 'One can see the apple logo on the computer near her.']","The reasoning behind my answer is that the computer near the woman in blue is an Acer computer. This can be inferred from the image description, which states that the woman is playing a video game on an Acer computer. Acer is a well-known computer manufacturer, and it is likely that the computer in the image is an Acer product.",What kind of computer is near the woman in blue?,One can see the apple logo on the computer near her.,0.0178944676824076,"{'rouge1': Score(precision=0.09836065573770492, recall=0.5454545454545454, fmeasure=0.16666666666666666), 'rouge2': Score(precision=0.03333333333333333, recall=0.2, fmeasure=0.05714285714285715), 'rougeL': Score(precision=0.08196721311475409, recall=0.45454545454545453, fmeasure=0.13888888888888887)}",0.1886792452830188,What kind of computer is near the woman in blue?,Acer is near the woman in blue.,"The reasoning behind my answer is that the computer near the woman in blue is an <mask> computer. This can be inferred from the image description, which states that the woman is playing a video game on an <mask> computer. <mask> is a well-known computer manufacturer, and it is likely that the computer in the image is an <mask> product.",0.6034645438194275,False,"[{'sentence': 'The reasoning behind my answer is that the computer near the woman in blue is an Acer computer.', 'no_entail_prob': 0.04107588902115822, 'support': True}, {'sentence': 'This can be inferred from the image description, which states that the woman is playing a video game on an Acer computer.', 'no_entail_prob': 0.272024542093277, 'support': True}, {'sentence': 'Acer is a well-known computer manufacturer, and it is likely that the computer in the image is an Acer product.', 'no_entail_prob': 0.8456876873970032, 'support': False}]"
"What job do the people shown here share? Choices: manufacturing, taxi driver, movie stars, flying",flying,Flying,1,"['The people are pilots.', 'The people wear these outfits when working inside planes.', 'They are wearing hats with wings on them.']","The people shown in the image share the job of flying, as they are all dressed in uniforms and appear to be pilots or flight attendants. The fact that they are wearing uniforms and standing in a line suggests that they are part of an organized group, such as pilots or flight attendants, who work together to ensure the safety and comfort of passengers during their flights. Additionally, the presence of multiple airplanes in the background further supports the idea that these individuals are",What job do the people shown here share?,The people wear these outfits when working inside planes.,0.0050450590202989,"{'rouge1': Score(precision=0.05952380952380952, recall=0.5555555555555556, fmeasure=0.1075268817204301), 'rouge2': Score(precision=0.012048192771084338, recall=0.125, fmeasure=0.021978021978021976), 'rougeL': Score(precision=0.047619047619047616, recall=0.4444444444444444, fmeasure=0.08602150537634409)}",0.1515151515151515,What job do the people shown here share?,The people shown here share the job of flying.,"The people shown in the image share the job of <mask>, as they are all dressed in uniforms and appear to be pilots or flight attendants. The fact that they are wearing uniforms and standing in a line suggests that they are part of an organized group, such as pilots or flight attendants, who work together to ensure the safety and comfort of passengers during their flights. Additionally, the presence of multiple airplanes in the background further supports the idea that these individuals are",0.1164622157812118,True,"[{'sentence': 'The people shown in the image share the job of flying, as they are all dressed in uniforms and appear to be pilots or flight attendants.', 'no_entail_prob': 0.00041124981362372637, 'support': True}, {'sentence': 'The fact that they are wearing uniforms and standing in a line suggests that they are part of an organized group, such as pilots or flight attendants, who work together to ensure the safety and comfort of passengers during their flights.', 'no_entail_prob': 0.23545978963375092, 'support': True}, {'sentence': 'Additionally, the presence of multiple airplanes in the background further supports the idea that these individuals are', 'no_entail_prob': 0.3553273677825928, 'support': True}]"
"Who last gave force to the ball shown? Choices: batter, coach, pitcher, catcher",pitcher,Pitcher,1,"['The ball is in the air and approaching the batter.', 'The pitcher is throwing the ball to the batter in baseball which is standard.', 'The ball flying towards the batter was thrown that direction by the pitcher.']","The pitcher is the one who last gave force to the ball shown in the image. This is because the pitcher is responsible for throwing the ball towards the batter, who then attempts to hit it. The catcher, on the other hand, is positioned behind the batter to catch the ball if the batter fails to hit it. The coach's role is to guide and instruct the players, while the batter's role is to hit the ball. Therefore, the pitcher is the",Who last gave force to the ball shown?,The pitcher is throwing the ball to the batter in baseball which is standard.,0.0236804251567865,"{'rouge1': Score(precision=0.13095238095238096, recall=0.7857142857142857, fmeasure=0.22448979591836737), 'rouge2': Score(precision=0.07228915662650602, recall=0.46153846153846156, fmeasure=0.125), 'rougeL': Score(precision=0.11904761904761904, recall=0.7142857142857143, fmeasure=0.2040816326530612)}",0.2644230769230769,Who last gave force to the ball shown?,Pitcher last gave force to the ball shown.,"The <mask> is the one who last gave force to the ball shown in the image. This is because the <mask> is responsible for throwing the ball towards the batter, who then attempts to hit it. The catcher, on the other hand, is positioned behind the batter to catch the ball if the batter fails to hit it. The coach's role is to guide and instruct the players, while the batter's role is to hit the ball. Therefore, the <mask> is the",0.0013773967511951,True,"[{'sentence': 'The pitcher is the one who last gave force to the ball shown in the image.', 'no_entail_prob': 0.0002058244135696441, 'support': True}, {'sentence': 'This is because the pitcher is responsible for throwing the ball towards the batter, who then attempts to hit it.', 'no_entail_prob': 0.11095188558101654, 'support': True}, {'sentence': 'The catcher, on the other hand, is positioned behind the batter to catch the ball if the batter fails to hit it.', 'no_entail_prob': 0.26702573895454407, 'support': True}, {'sentence': ""The coach's role is to guide and instruct the players, while the batter's role is to hit the ball."", 'no_entail_prob': 0.7552762031555176, 'support': False}, {'sentence': 'Therefore, the pitcher is the', 'no_entail_prob': 0.05981147661805153, 'support': True}]"
"What type of gathering is this? Choices: meeting, ceremony, barbeque, wedding",barbeque,Barbeque,1,"['The gathering is a bbq.', 'There is food on the grill surface.', 'The grill is used outdoors to prevent fire hazards. it can cook several types of food.']","The gathering in the image is a barbeque, as evidenced by the man cooking chicken on a barbeque grill. The presence of multiple chickens being cooked on the grill, along with the outdoor setting, suggests that this is a casual, social event where people come together to enjoy food and each other's company. Barbeques are often associated with warm weather and relaxed atmospheres, making them a popular choice for various",What type of gathering is this?,The grill is used outdoors to prevent fire hazards. it can cook several types of food.,0.0036718276365279,"{'rouge1': Score(precision=0.11267605633802817, recall=0.5, fmeasure=0.18390804597701152), 'rouge2': Score(precision=0.014285714285714285, recall=0.06666666666666667, fmeasure=0.023529411764705882), 'rougeL': Score(precision=0.07042253521126761, recall=0.3125, fmeasure=0.11494252873563218)}",0.1401869158878504,What type of gathering is this?,This is a Barbeque gathering.,"The gathering in the image is a <mask>, as evidenced by the man cooking chicken on a <mask> grill. The presence of multiple chickens being cooked on the grill, along with the outdoor setting, suggests that this is a casual, social event where people come together to enjoy food and each other's company. Barbeques are often associated with warm weather and relaxed atmospheres, making them a popular choice for various",0.0002384032559348,True,"[{'sentence': 'The gathering in the image is a barbeque, as evidenced by the man cooking chicken on a barbeque grill.', 'no_entail_prob': 9.305501589551568e-05, 'support': True}, {'sentence': ""The presence of multiple chickens being cooked on the grill, along with the outdoor setting, suggests that this is a casual, social event where people come together to enjoy food and each other's company."", 'no_entail_prob': 0.0019117692718282342, 'support': True}, {'sentence': 'Barbeques are often associated with warm weather and relaxed atmospheres, making them a popular choice for various', 'no_entail_prob': 0.2577650845050812, 'support': True}]"
