question,correct_answer,predicted_answer,is_correct,groundtruth_rationale,generated_rationale,question_no_choice,longest_groundtruth_rationale,BLEU_score,ROUGE_scores,METEOR_score,question_text,hypothesis,gen_rationale_mask,no_entail_prob,support,entail_prob,extracted_rationale_pieces
"How did these frisbee throwers get to this location? Choices: police car, bike, jogged, motorcycle",bike,Police car,0,"['The only modes of transportation which near these frisbee throwers are the bikes on the ground.', 'There are non-motorized two-wheeled vehicles parked near the frisbee throwers.', 'There are two wheeled manual powered vehicles next to them.']","The most plausible answer is that the frisbee throwers used a police car to get to this location. In the image, there is a police car visible in the background, which suggests that the frisbee throwers might have used the police car for transportation. The presence of the police car indicates that the location might be a designated area for recreational activities, such as a park or a beach, where people can engage in outdoor sports like frisbe",How did these frisbee throwers get to this location?,The only modes of transportation which near these frisbee throwers are the bikes on the ground.,0.0067244917347607,"{'rouge1': Score(precision=0.10256410256410256, recall=0.5, fmeasure=0.1702127659574468), 'rouge2': Score(precision=0.012987012987012988, recall=0.06666666666666667, fmeasure=0.021739130434782608), 'rougeL': Score(precision=0.07692307692307693, recall=0.375, fmeasure=0.12765957446808512)}",0.2396537162162162,How did these frisbee throwers get to this location?,These frisbee throwers got to this location by police car.,"The most plausible answer is that the frisbee throwers used a <mask> to get to this location. In the image, there is a <mask> visible in the background, which suggests that the frisbee throwers might have used the <mask> for transportation. The presence of the <mask> indicates that the location might be a designated area for recreational activities, such as a park or a beach, where people can engage in outdoor sports like frisbe",0.9999923706054688,False,7.62939453125e-06,"['In the image, there is a police car visible in the background.', 'The presence of the police car indicates that the location might be a designated area for recreational activities, such as a park or a beach, where people can engage in outdoor sports like frisbee.']"
"What animal will most likely eat this meal? Choices: elephant, human, bird, cow",human,Human,1,"['Only humans will make this and eat it.', 'The animal is a human.', 'The sandwich is sold for people to eat.']","The most likely animal to eat this meal is a human. In the image, there is a bowl of food on a dining table, which suggests that the food is meant for human consumption. Animals like elephants, birds, and cows do not typically eat from a bowl on a dining table. Additionally, humans are the primary consumers of food, so it is reasonable to assume that the food in the bowl is meant for a human to eat.",What animal will most likely eat this meal?,The sandwich is sold for people to eat.,0.0061819780001077,"{'rouge1': Score(precision=0.0641025641025641, recall=0.625, fmeasure=0.11627906976744184), 'rouge2': Score(precision=0.012987012987012988, recall=0.14285714285714285, fmeasure=0.02380952380952381), 'rougeL': Score(precision=0.0641025641025641, recall=0.625, fmeasure=0.11627906976744184)}",0.248,What animal will most likely eat this meal?,Humans will most likely eat this meal.,"The most likely animal to eat this meal is a <mask>. In the image, there is a bowl of food on a dining table, which suggests that the food is meant for <mask> consumption. Animals like elephants, birds, and cows do not typically eat from a bowl on a dining table. Additionally, humans are the primary consumers of food, so it is reasonable to assume that the food in the bowl is meant for a <mask> to eat.",0.0021976556163281,True,0.9978023443836719,"['There is a bowl of food on a dining table.', 'Animals like elephants, birds, and cows do not typically eat from a bowl on a dining table.', 'Humans are the primary consumers of food.']"
"In which country is this bus located? Choices: uk, cuba, usa, mexico",uk,Mexico,0,"['Most double decker buses designed like this are traditionally found in the uk.', 'This is a double decker bus used in london', 'England is known for its double-decker buses.']","The reasoning behind my answer is based on the fact that the bus is described as a ""Mexican bus"" in the image description. This suggests that the bus is located in Mexico, rather than in the United Kingdom, Cuba, the United States, or Mexico. Therefore, the answer to the question is Mexico.",In which country is this bus located?,Most double decker buses designed like this are traditionally found in the uk.,0.00744856475811,"{'rouge1': Score(precision=0.057692307692307696, recall=0.23076923076923078, fmeasure=0.09230769230769231), 'rouge2': Score(precision=0.0196078431372549, recall=0.08333333333333333, fmeasure=0.031746031746031744), 'rougeL': Score(precision=0.057692307692307696, recall=0.23076923076923078, fmeasure=0.09230769230769231)}",0.1183431952662722,In which country is this bus located?,This bus is located in Mexico.,"The reasoning behind my answer is based on the fact that the bus is described as a ""Mexican bus"" in the image description. This suggests that the bus is located in <mask>, rather than in the United Kingdom, Cuba, the United States, or <mask>. Therefore, the answer to the question is <mask>.",0.0003943447663914,True,0.9996056552336086,"[""The bus is described as a 'Mexican bus' in the image description."", 'The bus is not located in the United Kingdom, Cuba, or the United States.']"
"When did the namesake of this theater die? Choices: 1998, 2009, 2015, 2020",2009,2015,0,"['Looks to be in 2009 or so.', 'He died in 2009', 'The person whose name is behind the theater died in 2009.']","The answer is 2015. The reasoning behind this answer is that in 2015, the namesake of this theater, David Bowie, passed away. David Bowie was an influential musician, actor, and fashion icon, and his death had a significant impact on fans and the entertainment industry as a whole. His passing marked the end of an era for many, and his legacy continues to inspire and influence people around the world.",When did the namesake of this theater die?,The person whose name is behind the theater died in 2009.,0.0038824850271715,"{'rouge1': Score(precision=0.08571428571428572, recall=0.5454545454545454, fmeasure=0.14814814814814814), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07142857142857142, recall=0.45454545454545453, fmeasure=0.12345679012345678)}",0.1775147928994082,When did the namesake of this theater die?,The namesake of this theater died in 2015.,"The answer is <mask>. The reasoning behind this answer is that in <mask>, the namesake of this theater, David Bowie, passed away. David Bowie was an influential musician, actor, and fashion icon, and his death had a significant impact on fans and the entertainment industry as a whole. His passing marked the end of an era for many, and his legacy continues to inspire and influence people around the world.",0.3951341509819031,True,0.6048658490180969,"['The reasoning behind this answer is that in 2015, the namesake of this theater, David Bowie, passed away.', 'David Bowie was an influential musician, actor, and fashion icon, and his death had a significant impact on fans and the entertainment industry as a whole.', 'His passing marked the end of an era for many, and his legacy continues to inspire and influence people around the world.']"
"What animals are these? Choices: llama, donkey, sheep, horse",horse,Sheep,0,"['These animals are horses since they have manes.', 'The animals on the pasture are large horses.', 'The animals on the hill are wild horses that are running free.']","The reasoning behind my answer is that the image depicts a herd of sheep, not llamas, donkeys, horses, or sheep. Sheep are known for their woolly coats, which can be seen in the image. Llamas, donkeys, and horses do not have woolly coats, while sheep do. Therefore, the answer to the question is ""sheep.""",What animals are these?,The animals on the hill are wild horses that are running free.,0.0050661928050414,"{'rouge1': Score(precision=0.09259259259259259, recall=0.4166666666666667, fmeasure=0.1515151515151515), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07407407407407407, recall=0.3333333333333333, fmeasure=0.12121212121212122)}",0.154320987654321,What animals are these?,Sheep are these animals.,"The reasoning behind my answer is that the image depicts a herd of <mask>, not llamas, donkeys, horses, or <mask>. <mask> are known for their woolly coats, which can be seen in the image. Llamas, donkeys, and horses do not have woolly coats, while <mask> do. Therefore, the answer to the question is ""<mask>.""",0.1497799307107925,True,0.8502200692892075,"['The image depicts a herd of sheep, not llamas, donkeys, horses.', 'Sheep are known for their woolly coats, which can be seen in the image.', 'Llamas, donkeys, and horses do not have woolly coats, while sheep do.']"
"What kind of cake has been served? Choices: cinnamon, red velvet, chocolate, carrot",carrot,Carrot,1,"['The carrot and icing of the cake gives it away for what type of cake it is.', 'The carrot is seen on the cake.', 'The cake is carrot cake.']","The answer to the question is carrot cake. The reasoning behind this answer is that the image depicts a slice of carrot cake. Carrot cake is a popular dessert that typically consists of grated carrots, flour, sugar, eggs, and spices such as cinnamon and nutmeg. It is often topped with a cream cheese frosting and garnished with chopped nuts or raisins. The",What kind of cake has been served?,The carrot and icing of the cake gives it away for what type of cake it is.,0.0047818209826187,"{'rouge1': Score(precision=0.16129032258064516, recall=0.5882352941176471, fmeasure=0.25316455696202533), 'rouge2': Score(precision=0.01639344262295082, recall=0.0625, fmeasure=0.025974025974025972), 'rougeL': Score(precision=0.11290322580645161, recall=0.4117647058823529, fmeasure=0.17721518987341772)}",0.2093023255813953,What kind of cake has been served?,Carrot cake has been served.,"The answer to the question is <mask> cake. The reasoning behind this answer is that the image depicts a slice of <mask> cake. <mask> cake is a popular dessert that typically consists of grated carrots, flour, sugar, eggs, and spices such as cinnamon and nutmeg. It is often topped with a cream cheese frosting and garnished with chopped nuts or raisins. The",0.0130613408982753,True,0.9869386591017247,"['The image depicts a slice of carrot cake.', 'Carrot cake is a popular dessert that typically consists of grated carrots, flour, sugar, eggs, and spices such as cinnamon and nutmeg.', 'It is often topped with a cream cheese frosting and garnished with chopped nuts or raisins.']"
"What kind of computer is near the woman in blue? Choices: acer, macintosh, hp, dell",macintosh,Acer,0,"['The computer is a mac.', 'You can see the little apple in the center.', 'One can see the apple logo on the computer near her.']","The reasoning behind my answer is based on the fact that the woman in blue is sitting in front of an Acer computer. Acer is a Taiwanese multinational electronics and technology company that designs, develops, manufactures, and sells a wide range of products, including personal computers, tablets, and smartphones. Therefore, it is reasonable to assume that the computer near the woman in blue is an Acer product.",What kind of computer is near the woman in blue?,One can see the apple logo on the computer near her.,0.0168983693201395,"{'rouge1': Score(precision=0.07462686567164178, recall=0.45454545454545453, fmeasure=0.1282051282051282), 'rouge2': Score(precision=0.045454545454545456, recall=0.3, fmeasure=0.07894736842105263), 'rougeL': Score(precision=0.07462686567164178, recall=0.45454545454545453, fmeasure=0.1282051282051282)}",0.2568607764390896,What kind of computer is near the woman in blue?,Acer is near the woman in blue.,"The reasoning behind my answer is based on the fact that the woman in blue is sitting in front of an <mask> computer. <mask> is a Taiwanese multinational electronics and technology company that designs, develops, manufactures, and sells a wide range of products, including personal computers, tablets, and smartphones. Therefore, it is reasonable to assume that the computer near the woman in blue is an <mask> product.",0.0606962032616138,True,0.9393037967383862,"['The woman in blue is sitting in front of an Acer computer.', 'Acer is a Taiwanese multinational electronics and technology company that designs, develops, manufactures, and sells a wide range of products, including personal computers, tablets, and smartphones.']"
"What job do the people shown here share? Choices: manufacturing, taxi driver, movie stars, flying",flying,Movie stars,0,"['The people are pilots.', 'The people wear these outfits when working inside planes.', 'They are wearing hats with wings on them.']","The people shown in the image are movie stars. They share the job of acting in movies and other forms of entertainment. This is evident from the fact that they are posing for a picture together, which suggests that they are part of a group or team working on a film project. The presence of multiple people in the image further supports the idea that they are all involved in the same profession. In contrast, the other choices provided (manufacturing, taxi driver, and flying)",What job do the people shown here share?,The people wear these outfits when working inside planes.,0.0050450590202989,"{'rouge1': Score(precision=0.03571428571428571, recall=0.3333333333333333, fmeasure=0.06451612903225806), 'rouge2': Score(precision=0.012048192771084338, recall=0.125, fmeasure=0.021978021978021976), 'rougeL': Score(precision=0.03571428571428571, recall=0.3333333333333333, fmeasure=0.06451612903225806)}",0.0909090909090909,What job do the people shown here share?,The people shown here share the job of movie stars.,"The people shown in the image are <mask>. They share the job of acting in movies and other forms of entertainment. This is evident from the fact that they are posing for a picture together, which suggests that they are part of a group or team working on a film project. The presence of multiple people in the image further supports the idea that they are all involved in the same profession. In contrast, the other choices provided (manufacturing, taxi driver, and flying)",0.1273267418146133,True,0.8726732581853867,"['They share the job of acting in movies and other forms of entertainment.', 'They are posing for a picture together, which suggests that they are part of a group or team working on a film project.', 'The presence of multiple people in the image further supports the idea that they are all involved in the same profession.', 'In contrast, the other choices provided (manufacturing, taxi driver, and flying) are not relevant to the situation depicted in the image.']"
"Who last gave force to the ball shown? Choices: batter, coach, pitcher, catcher",pitcher,Pitcher,1,"['The ball is in the air and approaching the batter.', 'The pitcher is throwing the ball to the batter in baseball which is standard.', 'The ball flying towards the batter was thrown that direction by the pitcher.']","The pitcher is the one who last gave force to the ball shown in the image. This is because the pitcher is responsible for throwing the ball towards the batter with the intention of making it difficult for the batter to hit the ball. The batter, coach, catcher, and pitcher are all involved in the game of baseball, but the pitcher is the one who initiates the play by throwing the ball towards the batter.",Who last gave force to the ball shown?,The pitcher is throwing the ball to the batter in baseball which is standard.,0.025936203070874,"{'rouge1': Score(precision=0.16, recall=0.8571428571428571, fmeasure=0.2696629213483146), 'rouge2': Score(precision=0.08108108108108109, recall=0.46153846153846156, fmeasure=0.13793103448275865), 'rougeL': Score(precision=0.16, recall=0.8571428571428571, fmeasure=0.2696629213483146)}",0.3973931992927921,Who last gave force to the ball shown?,Pitcher last gave force to the ball shown.,"The <mask> is the one who last gave force to the ball shown in the image. This is because the <mask> is responsible for throwing the ball towards the batter with the intention of making it difficult for the batter to hit the ball. The batter, coach, catcher, and <mask> are all involved in the game of baseball, but the <mask> is the one who initiates the play by throwing the ball towards the batter.",0.0127073852345347,True,0.9872926147654653,"['The pitcher is responsible for throwing the ball towards the batter with the intention of making it difficult for the batter to hit the ball.', 'The batter, coach, catcher, and pitcher are all involved in the game of baseball.', 'The pitcher is the one who initiates the play by throwing the ball towards the batter.']"
"What type of gathering is this? Choices: meeting, ceremony, barbeque, wedding",barbeque,Meeting,0,"['The gathering is a bbq.', 'There is food on the grill surface.', 'The grill is used outdoors to prevent fire hazards. it can cook several types of food.']","Based on the image, there is no indication of a gathering for a meeting, ceremony, barbeque, or wedding. The image shows a group of people standing in front of a building, but there is no clear context to determine the purpose of the gathering. Therefore, the most plausible answer is that the gathering is for a meeting, as it is the most common type of gathering involving a group of people.",What type of gathering is this?,The grill is used outdoors to prevent fire hazards. it can cook several types of food.,0.0038266073649123,"{'rouge1': Score(precision=0.08450704225352113, recall=0.375, fmeasure=0.13793103448275862), 'rouge2': Score(precision=0.014285714285714285, recall=0.06666666666666667, fmeasure=0.023529411764705882), 'rougeL': Score(precision=0.08450704225352113, recall=0.375, fmeasure=0.13793103448275862)}",0.1395348837209302,What type of gathering is this?,This is a meeting type of gathering.,"Based on the image, there is no indication of a gathering for a <mask>, ceremony, barbeque, or wedding. The image shows a group of people standing in front of a building, but there is no clear context to determine the purpose of the gathering. Therefore, the most plausible answer is that the gathering is for a <mask>, as it is the most common type of gathering involving a group of people.",0.99720299243927,False,0.0027970075607299805,"['There is no indication of a gathering for a meeting, ceremony, barbeque, or wedding.', 'The image shows a group of people standing in front of a building.', 'There is no clear context to determine the purpose of the gathering.', 'A meeting is the most common type of gathering involving a group of people.']"
"What song mentions the animal under the desk? Choices: cat people, camel song, baby shark, good dog",baby shark,"The correct answer is ""Baby Shark.""",0,"['The animal is a carnivorous fish, not a cat, dog, or camel.', ""The animal under the desk is a shark and baby shark is a popular children's song."", 'The song is baby shark.']","The song ""Baby Shark"" is a popular children's song that includes the lyrics ""baby shark, doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo",What song mentions the animal under the desk?,The animal under the desk is a shark and baby shark is a popular children's song.,0.0485166408733461,"{'rouge1': Score(precision=0.20754716981132076, recall=0.6470588235294118, fmeasure=0.3142857142857143), 'rouge2': Score(precision=0.1346153846153846, recall=0.4375, fmeasure=0.2058823529411765), 'rougeL': Score(precision=0.16981132075471697, recall=0.5294117647058824, fmeasure=0.2571428571428572)}",0.2869897959183674,What song mentions the animal under the desk?,"The correct answer is ""Baby Shark.""","The song ""Baby Shark"" is a popular children's song that includes the lyrics ""baby shark, doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo",0.0184048917144536,True,0.9815951082855464,"[""The song 'Baby Shark' is a popular children's song.""]"
"What letter appears twice in a row on the train? Choices: g, d, w, b",b,g,0,"['Obb appears on the train.', 'There are only two duplicate letters.', 'The letter ""b"" appears twice on the train.']","The letter that appears twice in a row on the train is the letter ""g"". This is because the word ""giggling"" is written on the train, and the letter ""g"" appears twice in the word. The other letters, ""d"", ""w"", and ""b"", do not appear twice in a row in the word ""giggling"".",What letter appears twice in a row on the train?,"The letter ""b"" appears twice on the train.",0.0126506627409187,"{'rouge1': Score(precision=0.1509433962264151, recall=1.0, fmeasure=0.26229508196721313), 'rouge2': Score(precision=0.07692307692307693, recall=0.5714285714285714, fmeasure=0.13559322033898308), 'rougeL': Score(precision=0.1320754716981132, recall=0.875, fmeasure=0.22950819672131148)}",0.24,What letter appears twice in a row on the train?,The letter g appears twice in a row on the train.,"The letter that appears twice in a row on the train is the letter ""<mask>"". This is because the word ""giggling"" is written on the train, and the letter ""<mask>"" appears twice in the word. The other letters, ""d"", ""w"", and ""b"", do not appear twice in a row in the word ""giggling"".",0.3117410540580749,True,0.688258945941925,"[""The word 'giggling' is written on the train."", ""The other letters, 'd', 'w', and 'b', do not appear twice in a row in the word 'giggling'.""]"
"Which object is in the greatest danger? Choices: bus, motorcyclist, blue car, cyclist",cyclist,Bus,0,"['The water is very deep for the bike.', 'The person on the bicycle might get splashed by water.', 'The cyclist is most likely to have problems because of the rain.']","The object in the greatest danger is the bus. In the image, there is a motorcyclist, a blue car, a cyclist, and a bus. The motorcyclist, the cyclist, and the blue car are all positioned behind the bus. If the bus were to make a sudden stop or an abrupt turn, the motorcyclist, the cyclist, and the blue car would be at risk of colliding with the bus. On the other hand",Which object is in the greatest danger?,The cyclist is most likely to have problems because of the rain.,0.0037723154915721,"{'rouge1': Score(precision=0.08333333333333333, recall=0.5, fmeasure=0.14285714285714285), 'rouge2': Score(precision=0.014084507042253521, recall=0.09090909090909091, fmeasure=0.02439024390243903), 'rougeL': Score(precision=0.06944444444444445, recall=0.4166666666666667, fmeasure=0.11904761904761905)}",0.2368827160493827,Which object is in the greatest danger?,The bus is in the greatest danger.,"The object in the greatest danger is the <mask>. In the image, there is a motorcyclist, a blue car, a cyclist, and a <mask>. The motorcyclist, the cyclist, and the blue car are all positioned behind the <mask>. If the <mask> were to make a sudden stop or an abrupt turn, the motorcyclist, the cyclist, and the blue car would be at risk of colliding with the <mask>. On the other hand",0.9998952150344848,False,0.00010478496551524774,"['In the image, there is a motorcyclist, a blue car, a cyclist, and a bus.', 'The motorcyclist, the cyclist, and the blue car are all positioned behind the bus.', 'If the bus were to make a sudden stop or an abrupt turn, the motorcyclist, the cyclist, and the blue car would be at risk of colliding with the bus.']"
"What type of race is this? Choices: sheep racing, horse racing, cat racing, dog racing",horse racing,Sheep racing,0,"['Of the options only answer a is visible. if the other answers were viable there would likely be one of those animals present or represented in imagery.', 'The woman is sitting on a horse and none of the other animals are visible so it would have to be a horse race', 'This is a competition for horses.']","The reasoning behind my answer is that the image depicts sheep racing, which is a type of race where sheep compete against each other. Sheep racing is not as common as other types of races, such as horse racing, dog racing, or cat racing, but it does exist and can be found in certain regions and events. In the image, the sheep are running on a track, which indicates that they are participating in a sheep racing event.",What type of race is this?,Of the options only answer a is visible. if the other answers were viable there would likely be one of those animals present or represented in imagery.,0.0041341378531495,"{'rouge1': Score(precision=0.14102564102564102, recall=0.4074074074074074, fmeasure=0.20952380952380953), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.10256410256410256, recall=0.2962962962962963, fmeasure=0.1523809523809524)}",0.1713395638629283,What type of race is this?,Sheep racing is a type of race.,"The reasoning behind my answer is that the image depicts <mask>, which is a type of race where sheep compete against each other. <mask> is not as common as other types of races, such as horse racing, dog racing, or cat racing, but it does exist and can be found in certain regions and events. In the image, the sheep are running on a track, which indicates that they are participating in a <mask> event.",8.716188312973827e-05,True,0.9999128381168703,"['Sheep racing is not as common as other types of races, such as horse racing, dog racing, or cat racing, but it does exist and can be found in certain regions and events.', 'In the image, the sheep are running on a track, which indicates that they are participating in a sheep racing event.']"
